time,X005,X405,X1105
57.50000000000,0.9999999349,0.9257366770,0.1962654242E-04
58.00000000000,0.9999999424,0.9308324898,0.2439113966E-04
58.50000000000,0.9999999491,0.9356205875,0.3019798098E-04
59.00000000000,0.9999999550,0.9401154979,0.3724858650E-04
59.50000000000,0.9999999602,0.9443314635,0.4577787743E-04
60.00000000000,0.9999999648,0.9482824019,0.5605866093E-04
60.50000000000,0.9999999688,0.9519818726,0.6840654028E-04
61.00000000000,0.9999999724,0.9554430487,0.8318526394E-04
61.50000000000,0.9999999756,0.9586786945,0.1008125237E-03
62.00000000000,0.9999999784,0.9617011476,0.1217662072E-03
62.50000000000,0.9999999809,0.9645223055,0.1465911066E-03
63.00000000000,0.9999999831,0.9671536163,0.1759060781E-03
63.50000000000,0.9999999850,0.9696060723,0.2104116417E-03
64.00000000000,0.9999999867,0.9718902081,0.2508980055E-03
64.50000000000,0.9999999883,0.9740161002,0.2982534878E-03
65.00000000000,0.9999999896,0.9759933702,0.3534733077E-03
65.50000000000,0.9999999908,0.9778311893,0.4176687033E-03
66.00000000000,0.9999999919,0.9795382859,0.4920763297E-03
66.50000000000,0.9999999928,0.9811229534,0.5780678809E-03
67.00000000000,0.9999999936,0.9825930609,0.6771598711E-03
67.50000000000,0.9999999943,0.9839560638,0.7910235025E-03
68.00000000000,0.9999999950,0.9852190161,0.9214945379E-03
68.50000000000,0.9999999956,0.9863885835,0.1070583091E-02
69.00000000000,0.9999999961,0.9874710565,0.1240483234E-02
69.50000000000,0.9999999965,0.9884723645,0.1433582329E-02
70.00000000000,0.9999999969,0.9893980901,0.1652469956E-02
70.50000000000,0.9999999973,0.9902534834,0.1899946351E-02
71.00000000000,0.9999999976,0.9910434765,0.2179030201E-02
71.50000000000,0.9999999979,0.9917726975,0.2492965714E-02
72.00000000000,0.9999999981,0.9924454858,0.2845228804E-02
72.50000000000,0.9999999983,0.9930659050,0.3239532292E-02
73.00000000000,0.9999999985,0.9936377576,0.3679829997E-02
73.50000000000,0.9999999987,0.9941645983,0.4170319586E-02
74.00000000000,0.9999999988,0.9946497472,0.4715444080E-02
74.50000000000,0.9999999990,0.9950963024,0.5319891905E-02
75.00000000000,0.9999999991,0.9955071529,0.5988595376E-02
75.50000000000,0.9999999992,0.9958849901,0.6726727531E-02
76.00000000000,0.9999999993,0.9962323196,0.7539697231E-02
76.50000000000,0.9999999994,0.9965514721,0.8433142443E-02
77.00000000000,0.9999999994,0.9968446141,0.9412921664E-02
77.50000000000,0.9999999995,0.9971137579,0.1048510343E-01
78.00000000000,0.9999999996,0.9973607716,0.1165595388E-01
78.50000000000,0.9999999996,0.9975873877,0.1293192240E-01
79.00000000000,0.9999999996,0.9977952125,0.1431962526E-01
79.50000000000,0.9999999997,0.9979857337,0.1582582738E-01
80.00000000000,0.9999999997,0.9981603288,0.1745742220E-01
80.50000000000,0.9999999998,0.9983202723,0.1922140970E-01
81.00000000000,0.9999999998,0.9984667427,0.2112487272E-01
81.50000000000,0.9999999998,0.9986008290,0.2317495157E-01
82.00000000000,0.9999999998,0.9987235372,0.2537881715E-01
82.50000000000,0.9999999998,0.9988357957,0.2774364264E-01
83.00000000000,0.9999999999,0.9989384612,0.3027657390E-01
83.50000000000,0.9999999999,0.9990323237,0.3298469882E-01
84.00000000000,0.9999999999,0.9991181113,0.3587501569E-01
84.50000000000,0.9999999999,0.9991964947,0.3895440086E-01
85.00000000000,0.9999999999,0.9992680914,0.4222957581E-01
85.50000000000,0.9999999999,0.9993334698,0.4570707390E-01
86.00000000000,0.9999999999,0.9993931526,0.4939320701E-01
86.50000000000,0.9999999999,0.9994476205,0.5329403220E-01
87.00000000000,0.9999999999,0.9994973154,0.5741531875E-01
87.50000000000,1.000000000,0.9995426431,0.6176251569E-01
88.00000000000,1.000000000,0.9995839761,0.6634072005E-01
88.50000000000,1.000000000,0.9996216566,0.7115464612E-01
89.00000000000,1.000000000,0.9996559985,0.7620859589E-01
89.50000000000,1.000000000,0.9996872894,0.8150643083E-01
90.00000000000,1.000000000,0.9997157934,0.8705154532E-01
90.50000000000,1.000000000,0.9997417523,0.9284684179E-01
91.00000000000,1.000000000,0.9997653875,0.9889470784E-01
91.50000000000,1.000000000,0.9997869019,0.1051969955
92.00000000000,1.000000000,0.9998064814,0.1117550025
92.50000000000,1.000000000,0.9998242957,0.1185694567
93.00000000000,1.000000000,0.9998405003,0.1256405017
93.50000000000,1.000000000,0.9998552375,0.1329676863
94.00000000000,1.000000000,0.9998686372,0.1405499563
94.50000000000,1.000000000,0.9998808181,0.1483856483
95.00000000000,1.000000000,0.9998918887,0.1564724873
95.50000000000,1.000000000,0.9999019482,0.1648075866
96.00000000000,1.000000000,0.9999110871,0.1733874505
96.50000000000,1.000000000,0.9999193879,0.1822079795
97.00000000000,1.000000000,0.9999269260,0.1912644793
97.50000000000,1.000000000,0.9999337701,0.2005516708
98.00000000000,1.000000000,0.9999399830,0.2100637043
98.50000000000,1.000000000,0.9999456218,0.2197941752
99.00000000000,1.000000000,0.9999507385,0.2297361425
99.50000000000,1.000000000,0.9999553807,0.2398821495
100.0000000000,1.000000000,0.9999595917,0.2502242469
100.5000000000,1.000000000,0.9999634107,0.2607540171
101.0000000000,1.000000000,0.9999668738,0.2714626015
101.5000000000,1.000000000,0.9999700135,0.2823407287
102.0000000000,1.000000000,0.9999728595,0.2933787442
102.5000000000,1.000000000,0.9999754389,0.3045666418
103.0000000000,1.000000000,0.9999777762,0.3158940962
103.5000000000,1.000000000,0.9999798940,0.3273504959
104.0000000000,1.000000000,0.9999818124,0.3389249775
104.5000000000,1.000000000,0.9999835499,0.3506064606
105.0000000000,1.000000000,0.9999851235,0.3623836826
105.5000000000,1.000000000,0.9999865483,0.3742452342
106.0000000000,1.000000000,0.9999878382,0.3861795946
106.5000000000,1.000000000,0.9999890058,0.3981751668
107.0000000000,1.000000000,0.9999900625,0.4102203123
107.5000000000,1.000000000,0.9999910188,0.4223033857
108.0000000000,1.000000000,0.9999918841,0.4344127684
108.5000000000,1.000000000,0.9999926669,0.4465369014
109.0000000000,1.000000000,0.9999933750,0.4586643175
109.5000000000,1.000000000,0.9999940154,0.4707836725
110.0000000000,1.000000000,0.9999945945,0.4828837744
110.5000000000,1.000000000,0.9999951182,0.4949536126
111.0000000000,1.000000000,0.9999955916,0.5069823848
111.5000000000,1.000000000,0.9999960196,0.5189595227
112.0000000000,1.000000000,0.9999964064,0.5308747164
112.5000000000,1.000000000,0.9999967560,0.5427179368
113.0000000000,1.000000000,0.9999970719,0.5544794569
113.5000000000,1.000000000,0.9999973573,0.5661498707
114.0000000000,1.000000000,0.9999976152,0.5777201117
114.5000000000,1.000000000,0.9999978481,0.5891814681
115.0000000000,1.000000000,0.9999980585,0.6005255979
115.5000000000,1.000000000,0.9999982485,0.6117445410
116.0000000000,1.000000000,0.9999984201,0.6228307309
116.5000000000,1.000000000,0.9999985750,0.6337770029
117.0000000000,1.000000000,0.9999987149,0.6445766019
117.5000000000,1.000000000,0.9999988411,0.6552231867
118.0000000000,1.000000000,0.9999989550,0.6657108333
118.5000000000,1.000000000,0.9999990579,0.6760340356
119.0000000000,1.000000000,0.9999991506,0.6861877054
119.5000000000,1.000000000,0.9999992344,0.6961671714
120.0000000000,1.000000000,0.9999993099,0.7059681773
